"","Lineage1","Lineage2","Lineage3","Lineage4","Lineage5","Lineage6","Lineage7","Lineage8","Lineage9","Lineage10","Lineage11","Lineage12","Fam","Taxogroup","Taxo1","Last","SizeMin","SizeMax","Cover","Shape","Spicule","Symmetry","Polarity","Colony","Motility","Chloroplast","Plast_Origin","Ingestion","Behaviour","Mutualistic_Host","Symbiontic","Symbiont_Location","Host_Specialisation","Symbiont_Specialisation","Prey_Specialisation","Mucilage","Chemical_Signal","Nutrient_Afinity","Oxygen_Tolerance","Salinity","Temperature","Depth","Toxygenity","Benthic_Phase","Longevity","Cyst_Spore","Ploidy","Genome_Size"
"1007","Eukaryota","Harosa","Rhizaria","Filosa","Metromonas_lineage","Metromonas_lineage_X","Metromonas_lineage_X_sp.",NA,NA,NA,NA,NA,"Rhizaria","Metromonas","Metromonas","Metromonas","4.5","20","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Small_Flagellates",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1008","Eukaryota","Harosa","Rhizaria","Filosa","Micrometopion_lineage","Micrometopion","Micrometopion_nutans",NA,NA,NA,NA,NA,"Rhizaria","Micrometopion","Micrometopion","Micrometopion","5","7.5","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Eukaryotes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1009","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae",NA,NA,NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Cercomonadidae","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1010","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cavernomonas","Cavernomonas_stercoris",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Cavernomonas","4","9","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1011","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonadidae_X","Cercomonadidae_X_sp.",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Cercomonadidae","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1012","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas",NA,NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Cercomonas","5","38","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1013","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_braziliensis",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Cercomonas","13","23","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1014","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp.",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Cercomonas","5","38","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1015","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas",NA,NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Eocercomonas","4","15","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1016","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas_ramosa",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Eocercomonas","5","15","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1017","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas_sp.",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Eocercomonas","4","15","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1018","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Nucleocercomonas","Nucleocercomonas_praelonga",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Nucleocercomonas","10.3","12.8","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Attached","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1019","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas",NA,NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Paracercomonas","4","16","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1020","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_compacta",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Paracercomonas","4","7","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1021","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_crassicauda",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Paracercomonas","6","10","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1022","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_minima",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Paracercomonas","5","9","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1023","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp.",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Paracercomonas","4","16","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1024","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_virgaria",NA,NA,NA,"Rhizaria","Cercomonadidae","Cercomonadidae","Paracercomonas","6","14","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1025","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida",NA,NA,NA,NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Glissomonadida","2.5","18","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1026","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Allapsidae","Allantion","Allantion_sp.",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Allantion","8","14","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1027","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Allapsidae","Allapsa","Allapsa_mylnikovi",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Allapsa","3","4.5","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1028","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp.",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Allapsidae","2","6.5","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1029","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Clade_T","Clade_T_X2","Clade_T_X2_sp.",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Clade","2.5","18","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1030","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Clade_Z","Clade_Z_X","Clade_Z_X_sp.",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Clade","2.5","18","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1031","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Glissomonadida_X","Glissomonadida_X_sp.",NA,NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Glissomonadida","2.5","18","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1032","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae",NA,NA,NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Sandonidae","2.5","13","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1033","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Flectomonas",NA,NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Flectomonas","6","10","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1034","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Flectomonas","Flectomonas_lenti",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Flectomonas","6","10","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1035","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita",NA,NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Neoheteromita","4.5","13","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1036","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_globosa",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Neoheteromita","5","8","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1037","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_sp.",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Neoheteromita","4.5","13","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1038","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona",NA,NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Sandona","2.5","6.5","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1039","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_aporians",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Sandona","3","5","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1040","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_limna",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Sandona","3","5","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1041","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_sp.",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Sandona","2.5","6.5","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1042","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp.",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Sandonidae","2.5","6.5","Naked","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Soil",NA,NA,NA,NA,NA,"1",NA,NA
"1043","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Glissomonadida","Viridiraptoridae","Viridiraptor","Viridiraptor_invadens",NA,NA,NA,"Rhizaria","Glissomonadida","Glissomonadida","Viridiraptor","5","5","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","1","Endosymbiotic","Phagotrophic","Active_Ambush_Feeder","Facultative_Photosymbiosis","No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,"Freshwater",NA,NA,NA,NA,NA,"1",NA,NA
"1044","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Pansomonadida","Agitata_lineage","Agitata","Agitata_vibrans",NA,NA,NA,"Rhizaria","Pansomonadida","Pansomonadida","Agitata","6.5","17","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1045","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Sainourida","Helkesimastix","Helkesimastix_marina",NA,NA,NA,NA,"Rhizaria","Sainourida","Sainourida","Helkesimastix","3.7","13.8","Naked","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"1",NA,NA
"1046","Eukaryota","Harosa","Rhizaria","Filosa","Sarcomonadea","Sarcomonadea_X","Sarcomonadea_X_sp.",NA,NA,NA,NA,NA,"Rhizaria","Undetermined_Rhizaria","Undetermined_Rhizaria","Sarcomonadea",NA,NA,"Naked",NA,NA,"Bilateral","Heteropolar","None",NA,NA,NA,"Phagotrophic","Active_Ambush_Feeder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea",NA,NA,NA,NA,NA,NA,NA,"Rhizaria","Undetermined_Rhizaria","Undetermined_Rhizaria","Thecofilosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida",NA,NA,NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Cryomonadida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Cryomonadida_X","Cryomonadida_X_sp.",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Cryomonadida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Cryothecomonas",NA,NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Cryothecomonas","9","32","Naked","Elongated","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"0",NA,NA
"1051","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Cryothecomonas","Cryothecomonas_aestivalis",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Cryothecomonas","9","20","Naked","Elongated","0","Bilateral","Heteropolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder",NA,"Parasite","Endo",NA,"Diatoms",NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"1",NA,NA
"1052","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Cryothecomonas","Cryothecomonas_sp.",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Cryothecomonas","9","32","Naked","Elongated","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"0",NA,NA
"1053","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Protaspa_1",NA,NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Protaspa","4.5","55","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1054","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Protaspa_1","Protaspa_1_grandis",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Protaspa","32.5","55","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1055","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Protaspa_1","Protaspa_1_sp.",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Protaspa","5.5","55","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1056","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Protaspa_2","Protaspa_2_obliqua",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Protaspa","8","32","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1057","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Protaspa_X","Protaspa_X_sp.",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Protaspa","4.5","55","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1058","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Cryomonadida","Rhogostoma_2","Rhogostoma_2_schuessleri",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Cryomonadida","Rhogostoma","15","15","Organic","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1059","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Ebriida",NA,NA,NA,NA,NA,NA,"Rhizaria","Thecofilosea","Ebriida","Ebriida",NA,NA,NA,"Elongated","0","Bilateral","Heteropolar",NA,"Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,NA,NA,NA,NA,"Diatoms_and_dinoflagellates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Ebriida","Ebria_lineage",NA,NA,NA,NA,NA,"Rhizaria","Thecofilosea","Ebriida","Ebria",NA,NA,NA,"Elongated","0","Bilateral","Heteropolar",NA,"Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,NA,NA,NA,NA,"Diatoms_and_dinoflagellates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Ebriida","Ebria_lineage","Botuliforma","Botuliforma_benthica",NA,NA,NA,"Rhizaria","Thecofilosea","Ebriida","Botuliforma","35","35","Naked","Elongated","0","Bilateral","Heteropolar","Round","Swimmer","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Diatoms_and_dinoflagellates",NA,NA,NA,NA,"Marine",NA,NA,NA,"Yes",NA,"0",NA,NA
"1062","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Ebriida","Ebria_lineage","Botuliforma","Botuliforma_sp.",NA,NA,NA,"Rhizaria","Thecofilosea","Ebriida","Botuliforma","35","35","Naked","Elongated","0","Bilateral","Heteropolar","Round","Swimmer","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Diatoms_and_dinoflagellates",NA,NA,NA,NA,"Marine",NA,NA,NA,"Yes",NA,"0",NA,NA
"1063","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Ebriida","Ebria_lineage","Ebria",NA,NA,NA,NA,"Rhizaria","Thecofilosea","Ebriida","Ebria","18","40","Siliceous","Elongated","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Diatoms_and_dinoflagellates",NA,NA,NA,NA,"coastal_and_estuaries_mouth",NA,NA,NA,NA,NA,"0",NA,NA
"1064","Eukaryota","Harosa","Rhizaria","Filosa","Thecofilosea","Ebriida","Ebria_lineage","Ebria_lineage_X1","Ebria_lineage_X1_sp.",NA,NA,NA,"Rhizaria","Thecofilosea","Ebriida","Ebria","18","40","Siliceous","Elongated","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Diatoms_and_dinoflagellates",NA,NA,NA,NA,"coastal_and_estuaries_mouth",NA,NA,NA,NA,NA,"0",NA,NA
