"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","kingdom","supergroup","division","class","order","family","genus","species"
"161542","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"161543","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"161544","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"4718","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida","Pseudocohnilembidae","Pseudocohnilembus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Pseudocohnilembidae","Pseudocohnilembus",NA
"47181","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida","Pseudocohnilembidae","Pseudocohnilembus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Pseudocohnilembidae",NA,NA
"47182","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida","Pseudocohnilembidae","Pseudocohnilembus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida",NA,NA
"47183","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida","Pseudocohnilembidae","Pseudocohnilembus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"47184","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida","Pseudocohnilembidae","Pseudocohnilembus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"47185","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida","Pseudocohnilembidae","Pseudocohnilembus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"47186","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida","Pseudocohnilembidae","Pseudocohnilembus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"6894","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA
"68941","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta",NA,NA,NA,NA,NA
"68942","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"5395","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea",NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea",NA,NA,NA
"53951","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea",NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda",NA,NA,NA,NA
"53952","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea",NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"53953","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea",NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"53954","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea",NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"9165","Eukaryota","Opisthokonta","Fungi","Fungi incertae sedis","Chytridiomycota","Chytridiomycetes","Rhizophydiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhizophydiales",NA
"91651","Eukaryota","Opisthokonta","Fungi","Fungi incertae sedis","Chytridiomycota","Chytridiomycetes","Rhizophydiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"91652","Eukaryota","Opisthokonta","Fungi","Fungi incertae sedis","Chytridiomycota","Chytridiomycetes","Rhizophydiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Chytridiomycota",NA,NA,NA,NA
"91653","Eukaryota","Opisthokonta","Fungi","Fungi incertae sedis","Chytridiomycota","Chytridiomycetes","Rhizophydiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"91654","Eukaryota","Opisthokonta","Fungi","Fungi incertae sedis","Chytridiomycota","Chytridiomycetes","Rhizophydiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"91655","Eukaryota","Opisthokonta","Fungi","Fungi incertae sedis","Chytridiomycota","Chytridiomycetes","Rhizophydiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"8924","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Pelagostrobilidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_I","Pelagostrobilidium",NA
"89241","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Pelagostrobilidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae",NA,NA
"89242","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Pelagostrobilidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida",NA,NA,NA
"89243","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Pelagostrobilidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"89244","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Pelagostrobilidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"89245","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Pelagostrobilidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"89246","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Pelagostrobilidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"16999","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidiidae","Strombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Strombidium",NA
"169991","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidiidae","Strombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae",NA,NA
"169992","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidiidae","Strombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"169993","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidiidae","Strombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"169994","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidiidae","Strombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"169995","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidiidae","Strombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"16325","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"163251","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"163252","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"163253","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"23722","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA
"237221","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA
"237222","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta",NA,NA,NA,NA,NA
"237223","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"12313","Eukaryota","Haptista","Haptophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta",NA,NA,NA,NA,NA
"123131","Eukaryota","Haptista","Haptophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"15449","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Phyllopharyngea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Phyllopharyngea",NA,NA,NA,NA
"154491","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Phyllopharyngea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"154492","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Phyllopharyngea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"154493","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Phyllopharyngea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"9121","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA
"91211","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales",NA,NA,NA
"91212","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"91213","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"91214","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14552","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"145521","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"145522","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"145523","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"145524","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"12970","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA
"129701","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae",NA,NA
"129702","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales",NA,NA,NA
"129703","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"129704","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"129705","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"1800","Eukaryota","Alveolata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA
"18001","Eukaryota","Alveolata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae",NA,NA
"18002","Eukaryota","Alveolata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
"18003","Eukaryota","Alveolata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"18004","Eukaryota","Alveolata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"18005","Eukaryota","Alveolata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14325","Eukaryota","Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"143251","Eukaryota","Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta",NA,NA,NA,NA,NA
"143252","Eukaryota","Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"13826","Eukaryota","Viridiplantae","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA
"138261","Eukaryota","Viridiplantae","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae",NA,NA
"138262","Eukaryota","Viridiplantae","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Pedinophyceae","Pedinomonadales",NA,NA,NA
"138263","Eukaryota","Viridiplantae","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Pedinophyceae",NA,NA,NA,NA
"138264","Eukaryota","Viridiplantae","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta",NA,NA,NA,NA,NA
"138265","Eukaryota","Viridiplantae","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"4367","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Rimostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae",NA,NA
"43671","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Rimostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida",NA,NA,NA
"43672","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Rimostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"43673","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Rimostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"43674","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Rimostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"43675","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Rimostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"18039","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA
"180391","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA
"180392","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales",NA,NA,NA
"180393","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"180394","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"180395","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"5712","Eukaryota","Alveolata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA
"57121","Eukaryota","Alveolata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales",NA,NA,NA
"57122","Eukaryota","Alveolata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"57123","Eukaryota","Alveolata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"57124","Eukaryota","Alveolata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"16767","Eukaryota","Viridiplantae","Streptophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Streptophyta",NA,NA,NA,NA,NA
"167671","Eukaryota","Viridiplantae","Streptophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14653","Eukaryota","Viridiplantae","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcales-Clade-B","Prasinoderma",NA
"146531","Eukaryota","Viridiplantae","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales",NA,NA,NA
"146532","Eukaryota","Viridiplantae","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Palmophyllophyceae",NA,NA,NA,NA
"146533","Eukaryota","Viridiplantae","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta",NA,NA,NA,NA,NA
